Source,Source_Lat,Source_Lon,Destination,Dest_Lat,Dest_Lon,Road Type,Distance (km),Travel Time (hrs)
Kanchipuram,12.8342,79.7036,Chennai,13.0827,80.2707,Local Road,203.48,2.93
Dindigul,10.3624,77.9695,Dharmapuri,12.1357,78.1603,State Road,62.11,0.8
Dharmapuri,12.1357,78.1603,Coimbatore,11.0168,76.9558,Local Road,318.91,6.05
Madurai,9.9252,78.1198,Dharmapuri,12.1357,78.1603,State Road,422.13,5.59
Kanchipuram,12.8342,79.7036,Cuddalore,11.7447,79.768,Highway,55.9,1.28
Tiruchirappalli,10.7905,78.7047,Salem,11.6643,78.146,Local Road,300.86,3.85
Tiruchirappalli,10.7905,78.7047,Karur,10.9601,78.0766,State Road,215.51,4.35
Dindigul,10.3624,77.9695,Coimbatore,11.0168,76.9558,State Road,83.13,1.44
Madurai,9.9252,78.1198,Kanchipuram,12.8342,79.7036,Local Road,441.66,8.99
Erode,11.341,77.7172,Thanjavur,10.7867,79.1386,Highway,223.96,2.82
Tiruchirappalli,10.7905,78.7047,Pudukkottai,10.3833,78.8167,Local Road,342.08,5.38
Karur,10.9601,78.0766,Madurai,9.9252,78.1198,Highway,302.27,5.66
Dharmapuri,12.1357,78.1603,Krishnagiri,12.5192,78.2138,Highway,428.1,6.27
Coimbatore,11.0168,76.9558,Sivakasi,9.4486,77.7984,State Road,263.88,4.15
Pudukkottai,10.3833,78.8167,Thoothukudi,8.7642,78.1348,State Road,180.36,2.97
Cuddalore,11.7447,79.768,Vellore,12.9165,79.1325,State Road,439.11,6.3
Dindigul,10.3624,77.9695,Vellore,12.9165,79.1325,State Road,211.05,3.66
Nagercoil,8.1773,77.4344,Madurai,9.9252,78.1198,State Road,53.43,1.26
Sivakasi,9.4486,77.7984,Salem,11.6643,78.146,Highway,486.67,10.24
Chennai,13.0827,80.2707,Tiruchirappalli,10.7905,78.7047,Highway,211.15,3.21
Dindigul,10.3624,77.9695,Pudukkottai,10.3833,78.8167,State Road,254.24,5.97
Cuddalore,11.7447,79.768,Tirunelveli,8.7139,77.7567,State Road,450.32,9.33
Dharmapuri,12.1357,78.1603,Thanjavur,10.7867,79.1386,Local Road,155.22,3.28
Thanjavur,10.7867,79.1386,Karur,10.9601,78.0766,State Road,217.04,4.17
Vellore,12.9165,79.1325,Kanchipuram,12.8342,79.7036,Highway,274.81,3.99
Coimbatore,11.0168,76.9558,Vellore,12.9165,79.1325,Local Road,431.49,10.26
Kanchipuram,12.8342,79.7036,Coimbatore,11.0168,76.9558,Highway,319.55,7.11
Madurai,9.9252,78.1198,Tirunelveli,8.7139,77.7567,State Road,449.76,6.64
Kanchipuram,12.8342,79.7036,Tiruchirappalli,10.7905,78.7047,Highway,464.92,10.41
Thoothukudi,8.7642,78.1348,Krishnagiri,12.5192,78.2138,Highway,66.28,1.33
Dharmapuri,12.1357,78.1603,Madurai,9.9252,78.1198,State Road,50.47,1.02
Thanjavur,10.7867,79.1386,Tiruchirappalli,10.7905,78.7047,Highway,117.33,1.72
Nagercoil,8.1773,77.4344,Chennai,13.0827,80.2707,Highway,244.61,5.88
Coimbatore,11.0168,76.9558,Vellore,12.9165,79.1325,Local Road,158.88,2.67
Tiruchirappalli,10.7905,78.7047,Thanjavur,10.7867,79.1386,State Road,379.21,6.96
Thanjavur,10.7867,79.1386,Dindigul,10.3624,77.9695,State Road,174.12,2.57
Karur,10.9601,78.0766,Nagercoil,8.1773,77.4344,Highway,166.67,2.23
Cuddalore,11.7447,79.768,Sivakasi,9.4486,77.7984,Local Road,372.66,7.73
Salem,11.6643,78.146,Thoothukudi,8.7642,78.1348,Local Road,491.37,6.62
Coimbatore,11.0168,76.9558,Thanjavur,10.7867,79.1386,Highway,362.24,5.63
Erode,11.341,77.7172,Karur,10.9601,78.0766,Highway,286.62,5.52
Thoothukudi,8.7642,78.1348,Erode,11.341,77.7172,Local Road,358.03,7.68
Salem,11.6643,78.146,Pudukkottai,10.3833,78.8167,Local Road,392.5,9.07
Dindigul,10.3624,77.9695,Cuddalore,11.7447,79.768,Highway,394.04,7.72
Thanjavur,10.7867,79.1386,Vellore,12.9165,79.1325,Highway,321.2,4.11
Kanchipuram,12.8342,79.7036,Karur,10.9601,78.0766,Local Road,493.97,11.6
Krishnagiri,12.5192,78.2138,Sivakasi,9.4486,77.7984,Highway,360.27,6.04
Pudukkottai,10.3833,78.8167,Coimbatore,11.0168,76.9558,Local Road,213.89,5.07
Thanjavur,10.7867,79.1386,Karur,10.9601,78.0766,State Road,168.56,3.55
Krishnagiri,12.5192,78.2138,Sivakasi,9.4486,77.7984,Highway,280.49,3.63
Chennai,13.0827,80.2707,Salem,11.6643,78.146,State Road,179.07,4.34
Nagercoil,8.1773,77.4344,Vellore,12.9165,79.1325,Local Road,119.72,2.26
Karur,10.9601,78.0766,Kanchipuram,12.8342,79.7036,Local Road,67.4,1.33
Krishnagiri,12.5192,78.2138,Thoothukudi,8.7642,78.1348,Local Road,246.02,4.02
Tirunelveli,8.7139,77.7567,Karur,10.9601,78.0766,Local Road,96.26,2.35
Tirunelveli,8.7139,77.7567,Cuddalore,11.7447,79.768,Local Road,67.2,1.09
Tiruchirappalli,10.7905,78.7047,Sivakasi,9.4486,77.7984,State Road,350.97,6.2
Dindigul,10.3624,77.9695,Krishnagiri,12.5192,78.2138,Highway,226.03,3.45
Nagercoil,8.1773,77.4344,Vellore,12.9165,79.1325,State Road,119.51,1.58
Thanjavur,10.7867,79.1386,Nagercoil,8.1773,77.4344,Highway,107.65,1.45
Karur,10.9601,78.0766,Cuddalore,11.7447,79.768,State Road,134.04,1.93
Madurai,9.9252,78.1198,Thanjavur,10.7867,79.1386,State Road,138.81,1.8
Kanchipuram,12.8342,79.7036,Tirunelveli,8.7139,77.7567,Highway,88.02,1.18
Madurai,9.9252,78.1198,Cuddalore,11.7447,79.768,Highway,234.54,3.71
Cuddalore,11.7447,79.768,Coimbatore,11.0168,76.9558,Local Road,279.09,4.88
Thanjavur,10.7867,79.1386,Erode,11.341,77.7172,Local Road,165.85,2.22
Chennai,13.0827,80.2707,Dindigul,10.3624,77.9695,State Road,164.06,2.83
Tiruchirappalli,10.7905,78.7047,Dindigul,10.3624,77.9695,State Road,166.91,3.85
Tiruchirappalli,10.7905,78.7047,Cuddalore,11.7447,79.768,Highway,237.57,3.8
Thoothukudi,8.7642,78.1348,Nagercoil,8.1773,77.4344,Highway,421.23,9.88
Krishnagiri,12.5192,78.2138,Karur,10.9601,78.0766,Highway,282.86,4.17
Tiruchirappalli,10.7905,78.7047,Nagercoil,8.1773,77.4344,State Road,227.75,2.92
Tiruchirappalli,10.7905,78.7047,Krishnagiri,12.5192,78.2138,Local Road,127.21,2.21
Coimbatore,11.0168,76.9558,Tirunelveli,8.7139,77.7567,Highway,243.49,3.33
Thoothukudi,8.7642,78.1348,Thanjavur,10.7867,79.1386,Local Road,339.34,6.74
Dindigul,10.3624,77.9695,Dharmapuri,12.1357,78.1603,State Road,144.98,2.99
Dharmapuri,12.1357,78.1603,Kanchipuram,12.8342,79.7036,Highway,238.65,4.82
Kanchipuram,12.8342,79.7036,Dharmapuri,12.1357,78.1603,State Road,97.78,1.98
Cuddalore,11.7447,79.768,Dindigul,10.3624,77.9695,State Road,475.36,6.68
Sivakasi,9.4486,77.7984,Nagercoil,8.1773,77.4344,State Road,379.94,8.47
Dindigul,10.3624,77.9695,Thanjavur,10.7867,79.1386,Local Road,191.31,2.9
Karur,10.9601,78.0766,Coimbatore,11.0168,76.9558,Local Road,396.53,9.25
Salem,11.6643,78.146,Tirunelveli,8.7139,77.7567,Local Road,366.69,4.73
Sivakasi,9.4486,77.7984,Vellore,12.9165,79.1325,State Road,472.6,7.11
Coimbatore,11.0168,76.9558,Dindigul,10.3624,77.9695,Highway,195.8,2.54
Tiruchirappalli,10.7905,78.7047,Kanchipuram,12.8342,79.7036,State Road,295.26,3.93
Vellore,12.9165,79.1325,Thoothukudi,8.7642,78.1348,Highway,395.13,8.82
Pudukkottai,10.3833,78.8167,Dharmapuri,12.1357,78.1603,State Road,94.63,1.45
Thanjavur,10.7867,79.1386,Karur,10.9601,78.0766,State Road,258.1,3.35
Vellore,12.9165,79.1325,Nagercoil,8.1773,77.4344,Local Road,184.21,3.63
Tirunelveli,8.7139,77.7567,Madurai,9.9252,78.1198,Local Road,255.47,4.84
Chennai,13.0827,80.2707,Karur,10.9601,78.0766,Highway,210.84,4.51
Krishnagiri,12.5192,78.2138,Karur,10.9601,78.0766,State Road,301.68,3.93
Thoothukudi,8.7642,78.1348,Salem,11.6643,78.146,State Road,268.35,4.38
Coimbatore,11.0168,76.9558,Dindigul,10.3624,77.9695,Highway,96.26,1.45
Karur,10.9601,78.0766,Madurai,9.9252,78.1198,State Road,444.11,10.15
Sivakasi,9.4486,77.7984,Chennai,13.0827,80.2707,State Road,110.16,1.41
Dharmapuri,12.1357,78.1603,Sivakasi,9.4486,77.7984,Highway,317.56,4.28
Cuddalore,11.7447,79.768,Karur,10.9601,78.0766,State Road,195.79,4.16
Sivakasi,9.4486,77.7984,Thoothukudi,8.7642,78.1348,Highway,393.6,5.83
Dharmapuri,12.1357,78.1603,Tirunelveli,8.7139,77.7567,State Road,385.83,7.16
Salem,11.6643,78.146,Dharmapuri,12.1357,78.1603,Local Road,302.51,6.67
Tiruchirappalli,10.7905,78.7047,Karur,10.9601,78.0766,State Road,346.98,4.66
Chennai,13.0827,80.2707,Vellore,12.9165,79.1325,Local Road,147.16,2.31
Kanchipuram,12.8342,79.7036,Thanjavur,10.7867,79.1386,State Road,375.85,4.94
Coimbatore,11.0168,76.9558,Thoothukudi,8.7642,78.1348,State Road,478.9,7.56
Dharmapuri,12.1357,78.1603,Pudukkottai,10.3833,78.8167,State Road,152.3,3.32
Coimbatore,11.0168,76.9558,Madurai,9.9252,78.1198,Local Road,445.87,10.38
Tiruchirappalli,10.7905,78.7047,Krishnagiri,12.5192,78.2138,State Road,251.38,3.6
Vellore,12.9165,79.1325,Krishnagiri,12.5192,78.2138,Local Road,476.27,10.83
Dindigul,10.3624,77.9695,Pudukkottai,10.3833,78.8167,Local Road,376.39,5.82
Pudukkottai,10.3833,78.8167,Dharmapuri,12.1357,78.1603,Local Road,348.41,8.27
Sivakasi,9.4486,77.7984,Karur,10.9601,78.0766,State Road,280.6,5.23
Pudukkottai,10.3833,78.8167,Salem,11.6643,78.146,Local Road,52.99,0.92
Karur,10.9601,78.0766,Thoothukudi,8.7642,78.1348,Highway,100.84,1.33
Thoothukudi,8.7642,78.1348,Kanchipuram,12.8342,79.7036,Highway,122.24,2.06
Kanchipuram,12.8342,79.7036,Vellore,12.9165,79.1325,Highway,478.12,7.72
Thoothukudi,8.7642,78.1348,Sivakasi,9.4486,77.7984,State Road,167.41,2.41
Cuddalore,11.7447,79.768,Tiruchirappalli,10.7905,78.7047,State Road,76.15,1.49
Karur,10.9601,78.0766,Nagercoil,8.1773,77.4344,Local Road,197.92,2.99
Thanjavur,10.7867,79.1386,Cuddalore,11.7447,79.768,State Road,331.99,5.15
Nagercoil,8.1773,77.4344,Thoothukudi,8.7642,78.1348,Highway,129.14,2.79
Vellore,12.9165,79.1325,Salem,11.6643,78.146,Local Road,65.4,1.44
Sivakasi,9.4486,77.7984,Coimbatore,11.0168,76.9558,Local Road,478.81,6.43
Madurai,9.9252,78.1198,Thanjavur,10.7867,79.1386,Highway,270.33,4.73
Sivakasi,9.4486,77.7984,Tirunelveli,8.7139,77.7567,Local Road,419.97,7.54
Salem,11.6643,78.146,Dharmapuri,12.1357,78.1603,Local Road,333.75,5.72
Erode,11.341,77.7172,Madurai,9.9252,78.1198,Highway,251.61,4.17
Pudukkottai,10.3833,78.8167,Thoothukudi,8.7642,78.1348,State Road,138.85,3.4
Karur,10.9601,78.0766,Coimbatore,11.0168,76.9558,Local Road,237.06,3.24
Pudukkottai,10.3833,78.8167,Sivakasi,9.4486,77.7984,Highway,390.59,7.89
Nagercoil,8.1773,77.4344,Krishnagiri,12.5192,78.2138,State Road,91.91,1.58
Tiruchirappalli,10.7905,78.7047,Cuddalore,11.7447,79.768,Local Road,377.81,5.28
Thoothukudi,8.7642,78.1348,Coimbatore,11.0168,76.9558,State Road,155.1,3.14
Coimbatore,11.0168,76.9558,Nagercoil,8.1773,77.4344,Local Road,331.2,7.21
Vellore,12.9165,79.1325,Pudukkottai,10.3833,78.8167,Local Road,99.72,1.87
Dharmapuri,12.1357,78.1603,Nagercoil,8.1773,77.4344,Highway,323.36,6.07
Tiruchirappalli,10.7905,78.7047,Thanjavur,10.7867,79.1386,State Road,120.89,2.37
Thoothukudi,8.7642,78.1348,Tiruchirappalli,10.7905,78.7047,State Road,330.63,8.21
Vellore,12.9165,79.1325,Tiruchirappalli,10.7905,78.7047,State Road,266.59,3.44
Pudukkottai,10.3833,78.8167,Chennai,13.0827,80.2707,Local Road,314.69,5.13
Nagercoil,8.1773,77.4344,Vellore,12.9165,79.1325,State Road,263.5,4.06
Nagercoil,8.1773,77.4344,Chennai,13.0827,80.2707,State Road,234.11,4.06
Erode,11.341,77.7172,Tirunelveli,8.7139,77.7567,Highway,99.87,1.51
Tiruchirappalli,10.7905,78.7047,Salem,11.6643,78.146,Highway,54.44,1.13
Chennai,13.0827,80.2707,Dharmapuri,12.1357,78.1603,Local Road,391.31,5.59
Dharmapuri,12.1357,78.1603,Nagercoil,8.1773,77.4344,Local Road,419.83,8.85
Erode,11.341,77.7172,Chennai,13.0827,80.2707,Highway,426.75,9.89
Pudukkottai,10.3833,78.8167,Cuddalore,11.7447,79.768,Highway,347.72,7.16
Dharmapuri,12.1357,78.1603,Nagercoil,8.1773,77.4344,Highway,261.13,5.12
Tiruchirappalli,10.7905,78.7047,Krishnagiri,12.5192,78.2138,Local Road,159.63,2.62
Krishnagiri,12.5192,78.2138,Sivakasi,9.4486,77.7984,Highway,361.26,4.79
Pudukkottai,10.3833,78.8167,Chennai,13.0827,80.2707,Highway,299.95,4.15
Coimbatore,11.0168,76.9558,Nagercoil,8.1773,77.4344,State Road,481.04,10.02
Chennai,13.0827,80.2707,Vellore,12.9165,79.1325,State Road,499.84,6.47
Thoothukudi,8.7642,78.1348,Madurai,9.9252,78.1198,Highway,154.4,2.56
Karur,10.9601,78.0766,Coimbatore,11.0168,76.9558,State Road,204.78,3.62
Dharmapuri,12.1357,78.1603,Krishnagiri,12.5192,78.2138,State Road,113.04,1.92
Tirunelveli,8.7139,77.7567,Chennai,13.0827,80.2707,Highway,142.0,2.2
Dindigul,10.3624,77.9695,Krishnagiri,12.5192,78.2138,Highway,137.59,1.74
Nagercoil,8.1773,77.4344,Pudukkottai,10.3833,78.8167,State Road,343.7,5.65
Madurai,9.9252,78.1198,Erode,11.341,77.7172,State Road,390.47,8.69
Chennai,13.0827,80.2707,Tiruchirappalli,10.7905,78.7047,Local Road,258.07,4.83
Madurai,9.9252,78.1198,Erode,11.341,77.7172,Highway,200.21,3.68
Sivakasi,9.4486,77.7984,Salem,11.6643,78.146,State Road,224.89,4.81
Vellore,12.9165,79.1325,Nagercoil,8.1773,77.4344,Local Road,382.89,5.32
Salem,11.6643,78.146,Coimbatore,11.0168,76.9558,Local Road,85.13,1.2
Erode,11.341,77.7172,Tirunelveli,8.7139,77.7567,Local Road,478.34,8.92
Thanjavur,10.7867,79.1386,Tiruchirappalli,10.7905,78.7047,Local Road,393.02,9.36
Thanjavur,10.7867,79.1386,Kanchipuram,12.8342,79.7036,Highway,387.74,5.75
Nagercoil,8.1773,77.4344,Thoothukudi,8.7642,78.1348,Highway,140.33,3.36
Coimbatore,11.0168,76.9558,Kanchipuram,12.8342,79.7036,Highway,151.46,2.53
Salem,11.6643,78.146,Dindigul,10.3624,77.9695,State Road,294.34,6.08
Vellore,12.9165,79.1325,Erode,11.341,77.7172,Local Road,244.26,3.76
Krishnagiri,12.5192,78.2138,Coimbatore,11.0168,76.9558,Highway,382.1,9.14
Sivakasi,9.4486,77.7984,Tiruchirappalli,10.7905,78.7047,State Road,213.48,3.48
Tirunelveli,8.7139,77.7567,Cuddalore,11.7447,79.768,State Road,258.83,5.0
Tirunelveli,8.7139,77.7567,Coimbatore,11.0168,76.9558,Local Road,213.75,3.29
Tirunelveli,8.7139,77.7567,Cuddalore,11.7447,79.768,Highway,161.66,2.92
Nagercoil,8.1773,77.4344,Thoothukudi,8.7642,78.1348,Local Road,467.73,8.75
Dharmapuri,12.1357,78.1603,Madurai,9.9252,78.1198,Local Road,231.92,5.78
Thoothukudi,8.7642,78.1348,Pudukkottai,10.3833,78.8167,State Road,282.56,6.84
Karur,10.9601,78.0766,Tiruchirappalli,10.7905,78.7047,Highway,264.12,4.81
Dharmapuri,12.1357,78.1603,Pudukkottai,10.3833,78.8167,Local Road,327.33,4.96
Sivakasi,9.4486,77.7984,Erode,11.341,77.7172,Local Road,137.16,2.45
Thoothukudi,8.7642,78.1348,Vellore,12.9165,79.1325,Local Road,396.31,5.41
Thoothukudi,8.7642,78.1348,Salem,11.6643,78.146,Local Road,447.7,7.73
Krishnagiri,12.5192,78.2138,Nagercoil,8.1773,77.4344,Highway,307.93,4.84
Dindigul,10.3624,77.9695,Dharmapuri,12.1357,78.1603,Highway,481.19,8.05
Vellore,12.9165,79.1325,Chennai,13.0827,80.2707,State Road,245.63,3.96
Tiruchirappalli,10.7905,78.7047,Madurai,9.9252,78.1198,Highway,91.99,1.5
Thoothukudi,8.7642,78.1348,Dharmapuri,12.1357,78.1603,Highway,389.14,5.97
Krishnagiri,12.5192,78.2138,Thanjavur,10.7867,79.1386,Highway,96.21,2.38
Chennai,13.0827,80.2707,Tirunelveli,8.7139,77.7567,State Road,254.0,4.12
Thanjavur,10.7867,79.1386,Madurai,9.9252,78.1198,Highway,68.86,1.12
Salem,11.6643,78.146,Thoothukudi,8.7642,78.1348,Highway,125.61,1.94
Sivakasi,9.4486,77.7984,Tiruchirappalli,10.7905,78.7047,Highway,52.26,0.76
Sivakasi,9.4486,77.7984,Madurai,9.9252,78.1198,State Road,204.99,2.96
Pudukkottai,10.3833,78.8167,Dindigul,10.3624,77.9695,Highway,347.28,4.36
Coimbatore,11.0168,76.9558,Karur,10.9601,78.0766,Highway,399.55,7.39
Dindigul,10.3624,77.9695,Vellore,12.9165,79.1325,State Road,402.03,9.76
Pudukkottai,10.3833,78.8167,Kanchipuram,12.8342,79.7036,Highway,105.63,1.65
Thanjavur,10.7867,79.1386,Cuddalore,11.7447,79.768,State Road,428.79,8.37
Madurai,9.9252,78.1198,Coimbatore,11.0168,76.9558,Highway,335.59,5.1
Sivakasi,9.4486,77.7984,Nagercoil,8.1773,77.4344,Local Road,134.58,1.83
Thoothukudi,8.7642,78.1348,Coimbatore,11.0168,76.9558,State Road,493.9,6.83
Coimbatore,11.0168,76.9558,Madurai,9.9252,78.1198,State Road,162.82,2.09
Vellore,12.9165,79.1325,Tiruchirappalli,10.7905,78.7047,Highway,420.45,6.32
Vellore,12.9165,79.1325,Dindigul,10.3624,77.9695,Local Road,332.71,4.27
Erode,11.341,77.7172,Tiruchirappalli,10.7905,78.7047,State Road,462.42,6.82
Pudukkottai,10.3833,78.8167,Karur,10.9601,78.0766,Local Road,399.42,5.67
Thoothukudi,8.7642,78.1348,Pudukkottai,10.3833,78.8167,Highway,230.91,3.47
Sivakasi,9.4486,77.7984,Dharmapuri,12.1357,78.1603,Highway,494.16,8.13
Thanjavur,10.7867,79.1386,Madurai,9.9252,78.1198,State Road,271.66,5.72
Erode,11.341,77.7172,Coimbatore,11.0168,76.9558,Highway,234.8,2.99
Thanjavur,10.7867,79.1386,Kanchipuram,12.8342,79.7036,Local Road,419.49,6.78
Krishnagiri,12.5192,78.2138,Erode,11.341,77.7172,State Road,216.64,3.88
Thoothukudi,8.7642,78.1348,Coimbatore,11.0168,76.9558,Highway,324.17,7.56
Nagercoil,8.1773,77.4344,Karur,10.9601,78.0766,State Road,361.33,4.73
Dindigul,10.3624,77.9695,Madurai,9.9252,78.1198,State Road,376.99,6.16
Tirunelveli,8.7139,77.7567,Sivakasi,9.4486,77.7984,State Road,247.72,4.54
Tiruchirappalli,10.7905,78.7047,Tirunelveli,8.7139,77.7567,State Road,472.59,6.32
Tirunelveli,8.7139,77.7567,Erode,11.341,77.7172,State Road,446.8,10.31
Sivakasi,9.4486,77.7984,Thoothukudi,8.7642,78.1348,Highway,209.14,4.79
Dindigul,10.3624,77.9695,Pudukkottai,10.3833,78.8167,Highway,165.5,2.67
Madurai,9.9252,78.1198,Coimbatore,11.0168,76.9558,State Road,241.07,5.18
Tirunelveli,8.7139,77.7567,Salem,11.6643,78.146,Local Road,259.2,3.97
Erode,11.341,77.7172,Kanchipuram,12.8342,79.7036,State Road,226.3,3.74
Kanchipuram,12.8342,79.7036,Erode,11.341,77.7172,Local Road,378.3,6.07
Nagercoil,8.1773,77.4344,Salem,11.6643,78.146,State Road,487.23,6.73
Dharmapuri,12.1357,78.1603,Thanjavur,10.7867,79.1386,Highway,386.35,5.52
Krishnagiri,12.5192,78.2138,Thoothukudi,8.7642,78.1348,Local Road,229.77,4.92
Cuddalore,11.7447,79.768,Nagercoil,8.1773,77.4344,Highway,193.42,2.61
Krishnagiri,12.5192,78.2138,Dharmapuri,12.1357,78.1603,Highway,167.9,2.16
Thanjavur,10.7867,79.1386,Sivakasi,9.4486,77.7984,Highway,470.93,10.02
Madurai,9.9252,78.1198,Thanjavur,10.7867,79.1386,Highway,467.14,11.12
Thanjavur,10.7867,79.1386,Erode,11.341,77.7172,Local Road,222.36,3.79
Tirunelveli,8.7139,77.7567,Tiruchirappalli,10.7905,78.7047,State Road,286.11,4.13
Thanjavur,10.7867,79.1386,Dindigul,10.3624,77.9695,State Road,185.88,2.88
Karur,10.9601,78.0766,Vellore,12.9165,79.1325,Highway,402.34,5.24
Pudukkottai,10.3833,78.8167,Sivakasi,9.4486,77.7984,State Road,368.58,6.64
Thoothukudi,8.7642,78.1348,Krishnagiri,12.5192,78.2138,Highway,323.09,4.22
Nagercoil,8.1773,77.4344,Tiruchirappalli,10.7905,78.7047,Local Road,144.19,1.89
Chennai,13.0827,80.2707,Cuddalore,11.7447,79.768,State Road,297.58,6.99
Dharmapuri,12.1357,78.1603,Nagercoil,8.1773,77.4344,Local Road,105.93,1.37
Chennai,13.0827,80.2707,Madurai,9.9252,78.1198,Local Road,135.95,2.68
Pudukkottai,10.3833,78.8167,Coimbatore,11.0168,76.9558,State Road,174.97,2.35
Sivakasi,9.4486,77.7984,Nagercoil,8.1773,77.4344,Highway,257.84,3.46
Kanchipuram,12.8342,79.7036,Chennai,13.0827,80.2707,State Road,156.78,2.2
Salem,11.6643,78.146,Chennai,13.0827,80.2707,Highway,163.64,2.06
Pudukkottai,10.3833,78.8167,Madurai,9.9252,78.1198,Local Road,380.88,5.44
Kanchipuram,12.8342,79.7036,Nagercoil,8.1773,77.4344,State Road,306.15,5.2
Sivakasi,9.4486,77.7984,Erode,11.341,77.7172,Local Road,171.32,3.81
Krishnagiri,12.5192,78.2138,Madurai,9.9252,78.1198,State Road,182.36,3.19
Coimbatore,11.0168,76.9558,Krishnagiri,12.5192,78.2138,State Road,385.75,5.21
Kanchipuram,12.8342,79.7036,Coimbatore,11.0168,76.9558,State Road,279.24,6.77
Tirunelveli,8.7139,77.7567,Dharmapuri,12.1357,78.1603,State Road,394.94,6.14
Vellore,12.9165,79.1325,Thoothukudi,8.7642,78.1348,Local Road,481.75,11.18
Nagercoil,8.1773,77.4344,Kanchipuram,12.8342,79.7036,State Road,170.49,3.16
Erode,11.341,77.7172,Nagercoil,8.1773,77.4344,State Road,208.14,3.31
Madurai,9.9252,78.1198,Coimbatore,11.0168,76.9558,Local Road,90.18,1.37
Thoothukudi,8.7642,78.1348,Karur,10.9601,78.0766,State Road,421.65,5.53
Nagercoil,8.1773,77.4344,Dharmapuri,12.1357,78.1603,Highway,444.42,6.92
Thoothukudi,8.7642,78.1348,Nagercoil,8.1773,77.4344,State Road,78.39,1.09
Vellore,12.9165,79.1325,Dindigul,10.3624,77.9695,Local Road,442.96,7.79
Pudukkottai,10.3833,78.8167,Dindigul,10.3624,77.9695,State Road,188.47,3.08
Vellore,12.9165,79.1325,Cuddalore,11.7447,79.768,State Road,327.18,4.55
Kanchipuram,12.8342,79.7036,Vellore,12.9165,79.1325,Local Road,229.91,5.2
Vellore,12.9165,79.1325,Salem,11.6643,78.146,Local Road,202.52,3.3
Pudukkottai,10.3833,78.8167,Coimbatore,11.0168,76.9558,State Road,382.0,6.01
Erode,11.341,77.7172,Krishnagiri,12.5192,78.2138,Local Road,267.83,4.68
Nagercoil,8.1773,77.4344,Karur,10.9601,78.0766,Local Road,422.96,8.09
Dindigul,10.3624,77.9695,Cuddalore,11.7447,79.768,Local Road,214.21,2.95
Vellore,12.9165,79.1325,Kanchipuram,12.8342,79.7036,Local Road,127.73,2.93
Vellore,12.9165,79.1325,Sivakasi,9.4486,77.7984,Highway,217.7,5.28
Kanchipuram,12.8342,79.7036,Erode,11.341,77.7172,State Road,243.27,4.79
Erode,11.341,77.7172,Kanchipuram,12.8342,79.7036,Highway,171.81,3.31
Dindigul,10.3624,77.9695,Coimbatore,11.0168,76.9558,Local Road,128.66,2.37
Karur,10.9601,78.0766,Vellore,12.9165,79.1325,State Road,215.08,3.12
Tirunelveli,8.7139,77.7567,Vellore,12.9165,79.1325,Local Road,415.57,5.96
Pudukkottai,10.3833,78.8167,Chennai,13.0827,80.2707,State Road,345.7,4.67
Karur,10.9601,78.0766,Kanchipuram,12.8342,79.7036,Local Road,388.29,9.38
Dindigul,10.3624,77.9695,Pudukkottai,10.3833,78.8167,Local Road,309.32,3.92
Dindigul,10.3624,77.9695,Dharmapuri,12.1357,78.1603,Highway,205.76,3.58
Cuddalore,11.7447,79.768,Pudukkottai,10.3833,78.8167,Local Road,400.96,6.95
Pudukkottai,10.3833,78.8167,Sivakasi,9.4486,77.7984,Highway,213.78,5.18
Tiruchirappalli,10.7905,78.7047,Thanjavur,10.7867,79.1386,Highway,349.59,5.16
Madurai,9.9252,78.1198,Tiruchirappalli,10.7905,78.7047,Highway,114.43,1.97
Salem,11.6643,78.146,Pudukkottai,10.3833,78.8167,Local Road,487.13,6.61
Coimbatore,11.0168,76.9558,Karur,10.9601,78.0766,Local Road,423.6,5.5
Salem,11.6643,78.146,Dindigul,10.3624,77.9695,State Road,208.55,2.62
Karur,10.9601,78.0766,Sivakasi,9.4486,77.7984,Highway,399.01,9.34
Pudukkottai,10.3833,78.8167,Cuddalore,11.7447,79.768,Highway,349.07,6.17
Dindigul,10.3624,77.9695,Cuddalore,11.7447,79.768,State Road,396.15,5.2
Dindigul,10.3624,77.9695,Coimbatore,11.0168,76.9558,Local Road,316.49,5.1
Dindigul,10.3624,77.9695,Chennai,13.0827,80.2707,Highway,97.85,1.38
Tiruchirappalli,10.7905,78.7047,Vellore,12.9165,79.1325,Local Road,311.91,6.29
Kanchipuram,12.8342,79.7036,Thoothukudi,8.7642,78.1348,Highway,144.95,3.56
Salem,11.6643,78.146,Chennai,13.0827,80.2707,Local Road,177.63,3.26
Dindigul,10.3624,77.9695,Karur,10.9601,78.0766,Local Road,260.45,3.85
Tiruchirappalli,10.7905,78.7047,Krishnagiri,12.5192,78.2138,Local Road,372.07,4.66
Krishnagiri,12.5192,78.2138,Erode,11.341,77.7172,Local Road,100.58,2.51
Tiruchirappalli,10.7905,78.7047,Nagercoil,8.1773,77.4344,State Road,242.97,3.28
Krishnagiri,12.5192,78.2138,Cuddalore,11.7447,79.768,Local Road,236.47,3.05
Madurai,9.9252,78.1198,Vellore,12.9165,79.1325,Local Road,349.66,5.41
Kanchipuram,12.8342,79.7036,Karur,10.9601,78.0766,Local Road,166.81,2.28
